,link,Title,Description,Price,Total Price,Reviews
237,https://www.airbnb.co.in/rooms/42862679?check_in=2022-05-30&check_out=2022-06-04&previous_page_section_name=1000&federated_search_id=fa40c620-3c7d-4e4e-8bf8-5263312aca26,"Hotel room in WaikikiBeach Vacation Starts Here! Outdoor Pool, Onsite Bar, Short Drive to Diamond Head",4 guests · 1 bedroom · 2 beds · 1 bathroom,"₹19,110","₹95,550 total",New
238,https://www.airbnb.co.in/rooms/47333495?check_in=2022-05-30&check_out=2022-06-04&previous_page_section_name=1000&federated_search_id=fa40c620-3c7d-4e4e-8bf8-5263312aca26,Entire apartment in WaikikiAqua Aloha Surf Waikiki 410 Superior Studio with Lanai and Partial City Views,2 guests · Studio · 1 bed · 1 bathroom,"₹13,194","₹81,018 total",4.50
239,https://www.airbnb.co.in/rooms/49364550?check_in=2022-05-30&check_out=2022-06-04&previous_page_section_name=1000&federated_search_id=fa40c620-3c7d-4e4e-8bf8-5263312aca26,Hostel room in WaikikiPrivate room Triple with shared bathroom by ALOH,3 guests · 1 bedroom · 2 beds · 1 shared bathroom,"₹8,915","₹48,436 total",New
240,https://www.airbnb.co.in/rooms/36595279?check_in=2022-05-30&check_out=2022-06-04&previous_page_section_name=1000&federated_search_id=07016b8a-b3ee-4cf8-94c0-1e163e641d17,"Entire rental unit in WaikikiIOP613 Your Island Paradise, Kitchen Wi-Fi & Pool",3 guests · Studio · 2 beds · 1 bathroom,"₹16,638","₹95,462 total",4.89
241,https://www.airbnb.co.in/rooms/48216239?check_in=2022-05-30&check_out=2022-06-04&previous_page_section_name=1000&federated_search_id=07016b8a-b3ee-4cf8-94c0-1e163e641d17,Entire serviced apartment in WaikikiLovely Studio with Private Balcony and OCEAN View | Steps From Waikiki Beach + Air-Conditioning,2 guests · Studio · 2 beds · 1 bathroom,"₹29,422","₹1,67,948 total",New
242,https://www.airbnb.co.in/rooms/46797764?check_in=2022-05-30&check_out=2022-06-04&previous_page_section_name=1000&federated_search_id=07016b8a-b3ee-4cf8-94c0-1e163e641d17,"Entire apartment in WaikikiAqua Aloha Surf Waikiki 305 Moderate Studio with Partial City Views, Sleeps 2",2 guests · Studio · 1 bed · 1 bathroom,"₹12,314","₹76,615 total",New
243,https://www.airbnb.co.in/rooms/32575514?check_in=2022-05-30&check_out=2022-06-04&previous_page_section_name=1000&federated_search_id=07016b8a-b3ee-4cf8-94c0-1e163e641d17,Resort room in HonoluluLuxurious Lanai Studio Suite in Waikiki,4 guests · Studio · 2 beds · 1 private bathroom,"₹22,457","₹1,12,283 total",4.88
244,https://www.airbnb.co.in/rooms/53707439?check_in=2022-05-30&check_out=2022-06-04&previous_page_section_name=1000&federated_search_id=07016b8a-b3ee-4cf8-94c0-1e163e641d17,Entire apartment in Waikiki1BMV1 Aston at the Waikiki Banyan: Deluxe 1 Br w/Kitchen & Mountain views,5 guests · 1 bedroom · 2 beds · 1 bathroom,"₹16,686","₹91,147 total",New
245,https://www.airbnb.co.in/rooms/46001917?check_in=2022-05-30&check_out=2022-06-04&previous_page_section_name=1000&federated_search_id=07016b8a-b3ee-4cf8-94c0-1e163e641d17,Entire apartment in WaikikiAqua Aloha Surf Waikiki 1008 Deluxe Studio w/Lanai & Partial City Views,3 guests · Studio · 2 beds · 1 bathroom,"₹14,075","₹85,422 total",New
246,https://www.airbnb.co.in/rooms/30812617?check_in=2022-05-30&check_out=2022-06-04&previous_page_section_name=1000&federated_search_id=07016b8a-b3ee-4cf8-94c0-1e163e641d17,Entire apartment in WaikikiWyndham Waikiki Beach Walk- 1 bdrm *,4 guests · 1 bedroom · 2 beds · 1 bathroom,"₹21,439","₹1,14,836 total",New
247,https://www.airbnb.co.in/rooms/39848153?check_in=2022-05-30&check_out=2022-06-04&previous_page_section_name=1000&federated_search_id=07016b8a-b3ee-4cf8-94c0-1e163e641d17,Resort room in WaikikiLuxurious Lanai Studio Suite in Waikiki,4 guests · Studio · 2 beds · 1 private bathroom,"₹22,457","₹1,12,283 total",4.83
248,https://www.airbnb.co.in/rooms/53203786?check_in=2022-05-30&check_out=2022-06-04&previous_page_section_name=1000&federated_search_id=07016b8a-b3ee-4cf8-94c0-1e163e641d17,Entire apartment in HonoluluCentral Waikiki area♪U can enjoy shopping/beach!,4 guests · Studio · 2 beds · 1 bathroom,"₹11,888","₹62,371 total",4.33
249,https://www.airbnb.co.in/rooms/17931021?check_in=2022-05-30&check_out=2022-06-04&previous_page_section_name=1000&federated_search_id=07016b8a-b3ee-4cf8-94c0-1e163e641d17,Entire rental unit in WaikikiSuperhost Listing* Ilikai Marina Elegant Waikiki,2 guests · 1 bedroom · 1 bed · 1 bathroom,"₹16,267","₹92,909 total",4.64
250,https://www.airbnb.co.in/rooms/34367808?check_in=2022-05-30&check_out=2022-06-04&previous_page_section_name=1000&federated_search_id=07016b8a-b3ee-4cf8-94c0-1e163e641d17,Private room in Downtown HonoluluDowntown/Ocean Views Private Master BR,2 guests · 1 bedroom · 2 beds · 1 private bathroom,"₹7,936","₹43,153 total",4.69
251,https://www.airbnb.co.in/rooms/39929118?check_in=2022-05-30&check_out=2022-06-04&previous_page_section_name=1000&federated_search_id=07016b8a-b3ee-4cf8-94c0-1e163e641d17,Resort room in WaikikiLuxurious Lanai Studio Suite in Waikiki,4 guests · Studio · 2 beds · 1 private bathroom,"₹22,457","₹1,12,283 total",4.89
252,https://www.airbnb.co.in/rooms/46680855?check_in=2022-05-30&check_out=2022-06-04&previous_page_section_name=1000&federated_search_id=07016b8a-b3ee-4cf8-94c0-1e163e641d17,Entire apartment in WaikikiAqua Aloha Surf Waikiki 1208 Deluxe Studio with Lanai and Partial City Views,4 guests · Studio · 3 beds · 1 bathroom,"₹14,075","₹85,422 total",5.0
253,https://www.airbnb.co.in/rooms/46071890?check_in=2022-05-30&check_out=2022-06-04&previous_page_section_name=1000&federated_search_id=07016b8a-b3ee-4cf8-94c0-1e163e641d17,"Hotel room in WaikikiRelax and Recharge! Kitchen, Pool, Minutes to Ala Moana Shopping Center",4 guests · 1 bedroom · 2 beds · 1 bathroom,"₹18,881","₹94,405 total",New
254,https://www.airbnb.co.in/rooms/46795607?check_in=2022-05-30&check_out=2022-06-04&previous_page_section_name=1000&federated_search_id=07016b8a-b3ee-4cf8-94c0-1e163e641d17,Entire apartment in WaikikiAqua Aloha Surf Waikiki 607 Deluxe Studio with Lanai and Partial City Views,4 guests · Studio · 2 beds · 1 bathroom,"₹14,075","₹85,422 total",New
255,https://www.airbnb.co.in/rooms/23081998?check_in=2022-05-30&check_out=2022-06-04&previous_page_section_name=1000&federated_search_id=07016b8a-b3ee-4cf8-94c0-1e163e641d17,Entire apartment in Honolulu👑value👑💎location💎5min to🏄‍♀️🐠🏊‍♀️🤿❄️AC❄️free🚗🅿️💨WIFI🌺F5A11🌺,4 guests · Studio · 2 beds · 1 bathroom,"₹20,825","₹1,11,842 total",4.80
256,https://www.airbnb.co.in/rooms/46549380?check_in=2022-05-30&check_out=2022-06-04&previous_page_section_name=1000&federated_search_id=07016b8a-b3ee-4cf8-94c0-1e163e641d17,"Resort room in WaikikiBreathtaking Honolulu! 4 Great Studio Suites, Pools, Restaurant",16 guests · 4 bedrooms · 4 beds · 4 bathrooms,"₹1,31,181","₹6,55,905 total",New
257,https://www.airbnb.co.in/rooms/52469902?check_in=2022-05-30&check_out=2022-06-04&previous_page_section_name=1000&federated_search_id=07016b8a-b3ee-4cf8-94c0-1e163e641d17,"Entire rental unit in WaikikiFantastic Vacation! Outdoor Pool, On-Site Bar & Restaurants, Kitchenette, Close to Attractions!",6 guests · 1 bedroom · 3 beds · 1 bathroom,"₹23,355","₹1,16,772 total",New
258,https://www.airbnb.co.in/rooms/549408160897298608?check_in=2022-05-30&check_out=2022-06-04&previous_page_section_name=1000&federated_search_id=07016b8a-b3ee-4cf8-94c0-1e163e641d17,Hotel room in HonoluluPrivate Room 2 Full Beds Near HNL Airport,4 guests · 1 bedroom · 2 beds · 1 private bathroom,"₹14,030","₹70,148 total",New
259,https://www.airbnb.co.in/rooms/549511050334220794?check_in=2022-05-30&check_out=2022-06-04&previous_page_section_name=1000&federated_search_id=07016b8a-b3ee-4cf8-94c0-1e163e641d17,Entire holiday home in HonoluluElegant Waikiki Studio | Pool- Lux- 2 Parking 🏖,10 guests · Studio · 6 beds · 1 bathroom,"₹33,091","₹1,77,803 total",5.0
260,https://www.airbnb.co.in/rooms/51849218?check_in=2022-05-30&check_out=2022-06-04&previous_page_section_name=1000&federated_search_id=d6f64ed7-8733-4d81-926e-43516fdbc21a,Entire apartment in HonoluluOCEAN & FRIDAY FIREWORK VIEWS + Lanai | Spacious and Bright Condo in Waikiki,4 guests · 1 bedroom · 2 beds · 1 bathroom,"₹39,009","₹2,21,360 total",New
261,https://www.airbnb.co.in/rooms/565665011813880238?check_in=2022-05-30&check_out=2022-06-04&previous_page_section_name=1000&federated_search_id=d6f64ed7-8733-4d81-926e-43516fdbc21a,"Entire rental unit in WaikikiGreat Location & Amenities! 2 Elegant Units w/ Kitchenette, Outdoor Pool, On-Site Bar & Restaurants, Laundry Facilities, Close to Attractions!",8 guests · 2 bedrooms · 4 beds · 2 bathrooms,"₹38,406","₹1,92,030 total",New
262,https://www.airbnb.co.in/rooms/52532028?check_in=2022-05-30&check_out=2022-06-04&previous_page_section_name=1000&federated_search_id=d6f64ed7-8733-4d81-926e-43516fdbc21a,"Hotel room in WaikikiAn Island Adventure Awaits! Outdoor Pool, Onsite Restaurant and Bar, Short Step to Waikiki Beach",4 guests · 1 bedroom · 2 beds · 1 bathroom,"₹19,110","₹95,550 total",New
263,https://www.airbnb.co.in/rooms/618590108572689780?check_in=2022-05-30&check_out=2022-06-04&previous_page_section_name=1000&federated_search_id=d6f64ed7-8733-4d81-926e-43516fdbc21a,"Hotel room in HonoluluMaking The Best Memories Along The Way! Onsite Pool, Onsite Restaurant and Bar, Outdoor Terrace",2 guests · 1 bedroom · 1 bed · 1 bathroom,"₹25,715","₹1,28,574 total",New
264,https://www.airbnb.co.in/rooms/52497762?check_in=2022-05-30&check_out=2022-06-04&previous_page_section_name=1000&federated_search_id=d6f64ed7-8733-4d81-926e-43516fdbc21a,Entire serviced apartment in WaikikiIsland Colony Unit 1118 - 2 Queen Beds,4 guests · Studio · 2 beds · 1 bathroom,"₹14,077","₹77,717 total",2.80
265,https://www.airbnb.co.in/rooms/48717072?check_in=2022-05-30&check_out=2022-06-04&previous_page_section_name=1000&federated_search_id=d6f64ed7-8733-4d81-926e-43516fdbc21a,"Entire apartment in WaikikiAqua Aloha Surf Waikiki 219 Moderate Studio with Partial City Views, Sleeps 2",2 guests · Studio · 1 bed · 1 bathroom,"₹12,314","₹76,615 total",4.88
266,https://www.airbnb.co.in/rooms/52469624?check_in=2022-05-30&check_out=2022-06-04&previous_page_section_name=1000&federated_search_id=d6f64ed7-8733-4d81-926e-43516fdbc21a,"Entire rental unit in HonoluluCharming Tropical Getaway! Onsite Dining, Minutes to Waikiki Beach, Swimming Pool",4 guests · 1 bedroom · 2 beds · 1 bathroom,"₹33,059","₹1,65,297 total",New
267,https://www.airbnb.co.in/rooms/17308530?check_in=2022-05-30&check_out=2022-06-04&previous_page_section_name=1000&federated_search_id=d6f64ed7-8733-4d81-926e-43516fdbc21a,"Entire apartment in WaikikiUpgraded Studio w/Radiant Pacific View, Free WiFi, Kitchenette–Waikiki Shore  #1105",2 guests · Studio · 1 bed · 1 bathroom,"₹23,980","₹1,34,562 total",4.33
268,https://www.airbnb.co.in/rooms/50566313?check_in=2022-05-30&check_out=2022-06-04&previous_page_section_name=1000&federated_search_id=d6f64ed7-8733-4d81-926e-43516fdbc21a,Campervan/Motorhome in HonoluluStealth Camper Van,2 guests · 1 bedroom · 1 bed · 0 bathrooms,"₹11,449","₹57,243 total",5.0
269,https://www.airbnb.co.in/rooms/53398862?check_in=2022-05-30&check_out=2022-06-04&previous_page_section_name=1000&federated_search_id=d6f64ed7-8733-4d81-926e-43516fdbc21a,"Entire apartment in WaikikiCouples Pick! Cozy Escape w/Pacific Vista, Free WiFi, Kitchenette–Waikiki Shore 504",2 guests · Studio · 1 bed · 1 bathroom,"₹22,131","₹1,25,316 total",New
270,https://www.airbnb.co.in/rooms/43237652?check_in=2022-05-30&check_out=2022-06-04&previous_page_section_name=1000&federated_search_id=d6f64ed7-8733-4d81-926e-43516fdbc21a,Hotel room in WaikikiWaikiki Partial Ocean Suite Kitchen 2 Twin Beds,2 guests · 1 bedroom · 3 beds · 1 private bathroom,"₹20,373","₹1,01,864 total",4.75
271,https://www.airbnb.co.in/rooms/31408962?check_in=2022-05-30&check_out=2022-06-04&previous_page_section_name=1000&federated_search_id=d6f64ed7-8733-4d81-926e-43516fdbc21a,Entire rental unit in WaikikiCity-view studio with balcony & WiFi - mere steps from Waikiki beaches,2 guests · Studio · 1 bed · 1 bathroom,"₹11,948","₹70,698 total",4.07
272,https://www.airbnb.co.in/rooms/50262911?check_in=2022-05-30&check_out=2022-06-04&previous_page_section_name=1000&federated_search_id=d6f64ed7-8733-4d81-926e-43516fdbc21a,Entire apartment in WaikikiPool Deck Level Condo at the Waikiki Banyan,6 guests · 1 bedroom · 2 beds · 1 bathroom,"₹23,687","₹1,34,563 total",2.67
273,https://www.airbnb.co.in/rooms/52469902?check_in=2022-05-30&check_out=2022-06-04&previous_page_section_name=1000&federated_search_id=d6f64ed7-8733-4d81-926e-43516fdbc21a,"Entire rental unit in WaikikiFantastic Vacation! Outdoor Pool, On-Site Bar & Restaurants, Kitchenette, Close to Attractions!",6 guests · 1 bedroom · 3 beds · 1 bathroom,"₹23,355","₹1,16,772 total",New
274,https://www.airbnb.co.in/rooms/46001917?check_in=2022-05-30&check_out=2022-06-04&previous_page_section_name=1000&federated_search_id=d6f64ed7-8733-4d81-926e-43516fdbc21a,Entire apartment in WaikikiAqua Aloha Surf Waikiki 1008 Deluxe Studio w/Lanai & Partial City Views,3 guests · Studio · 2 beds · 1 bathroom,"₹14,075","₹85,422 total",New
275,https://www.airbnb.co.in/rooms/32292979?check_in=2022-05-30&check_out=2022-06-04&previous_page_section_name=1000&federated_search_id=d6f64ed7-8733-4d81-926e-43516fdbc21a,Room in boutique hotel in WaikikiBeautiful  studio at Luana Waikiki w/ Free parking,4 guests · Studio · 2 beds · 1 bathroom,"₹19,419","₹1,06,354 total",4.78
276,https://www.airbnb.co.in/rooms/1646411?check_in=2022-05-30&check_out=2022-06-04&previous_page_section_name=1000&federated_search_id=d6f64ed7-8733-4d81-926e-43516fdbc21a,Entire apartment in Waikiki🌺🌺🌺  5min to 🏄‍♀️🏊‍♀️🐠🦈🏖free 🚗🅿️💎location💎 💨WIFI🌺F12A10🌺,4 guests · Studio · 2 beds · 1 bathroom,"₹21,760","₹1,16,519 total",4.69
277,https://www.airbnb.co.in/rooms/41819882?check_in=2022-05-30&check_out=2022-06-04&previous_page_section_name=1000&federated_search_id=d6f64ed7-8733-4d81-926e-43516fdbc21a,Entire rental unit in WaikikiIlikai Marina #0784 1Bedroom 1King,2 guests · 1 bedroom · 1 bed · 1 bathroom,"₹29,029","₹1,59,266 total",New
278,https://www.airbnb.co.in/rooms/31072758?check_in=2022-05-30&check_out=2022-06-04&previous_page_section_name=1000&federated_search_id=d6f64ed7-8733-4d81-926e-43516fdbc21a,Entire villa in Hawaii KaiPristine Paradise Hale,16 guests · 5 bedrooms · 14 beds · 3.5 bathrooms,"₹2,00,442","₹10,52,372 total",5.0
279,https://www.airbnb.co.in/rooms/32339029?check_in=2022-05-30&check_out=2022-06-04&previous_page_section_name=1000&federated_search_id=d6f64ed7-8733-4d81-926e-43516fdbc21a,Entire rental unit in WaikikiIlikai #943 Desirable 43 Stack Unit!  Best Views of the Ocean,6 guests · 2 bedrooms · 5 beds · 2 bathrooms,"₹53,861","₹2,99,095 total",5.0
280,https://www.airbnb.co.in/rooms/563048021106165347?check_in=2022-05-30&check_out=2022-06-04&previous_page_section_name=1000&federated_search_id=59096813-40e4-4fa2-8260-b96d20e9d1bf,"Resort room in WaikikiPerfect Island Getaway! Beautiful Beach, Restaurant, Saltwater Lagoon, Pools",2 guests · 1 bedroom · 1 bed · 1 bathroom,"₹21,100","₹1,05,502 total",New
281,https://www.airbnb.co.in/rooms/51564710?check_in=2022-05-30&check_out=2022-06-04&previous_page_section_name=1000&federated_search_id=59096813-40e4-4fa2-8260-b96d20e9d1bf,Entire apartment in HonoluluAqua Aloha Surf Waikiki 1403 Deluxe Studio with Lanai and Partial City Views,4 guests · Studio · 2 beds · 1 bathroom,"₹14,075","₹85,422 total",New
282,https://www.airbnb.co.in/rooms/53707441?check_in=2022-05-30&check_out=2022-06-04&previous_page_section_name=1000&federated_search_id=59096813-40e4-4fa2-8260-b96d20e9d1bf,Entire apartment in Waikiki1BMV2 Aston at the Waikiki Banyan: Deluxe 1 Br w/Kitchen & Mountain views,5 guests · 1 bedroom · 3 beds · 1 bathroom,"₹16,686","₹91,147 total",New
283,https://www.airbnb.co.in/rooms/52245462?check_in=2022-05-30&check_out=2022-06-04&previous_page_section_name=1000&federated_search_id=59096813-40e4-4fa2-8260-b96d20e9d1bf,"Hotel room in WaikikiWaikiki Escape! Close to Beach, Park, & Shopping Center! Pool, Restaurant, Spa, Free Beach Chairs, Pet-Friendly",4 guests · 1 bedroom · 2 beds · 1 bathroom,"₹17,877","₹89,386 total",New
284,https://www.airbnb.co.in/rooms/47494460?check_in=2022-05-30&check_out=2022-06-04&previous_page_section_name=1000&federated_search_id=59096813-40e4-4fa2-8260-b96d20e9d1bf,Entire apartment in WaikikiAqua Aloha Surf Waikiki 1000 Superior Studio with Lanai and Partial City View,2 guests · Studio · 1 bed · 1 bathroom,"₹13,194","₹81,018 total",New
285,https://www.airbnb.co.in/rooms/17308546?check_in=2022-05-30&check_out=2022-06-04&previous_page_section_name=1000&federated_search_id=59096813-40e4-4fa2-8260-b96d20e9d1bf,"Entire apartment in WaikikiCasual Pacific View Beach Condo w/Full Kitchen, Free WiFi–Waikiki Shore  #1112",4 guests · 1 bedroom · 1 bed · 1 bathroom,"₹32,402","₹1,80,533 total",4.50
286,https://www.airbnb.co.in/rooms/46178894?check_in=2022-05-30&check_out=2022-06-04&previous_page_section_name=1000&federated_search_id=59096813-40e4-4fa2-8260-b96d20e9d1bf,Entire apartment in Waikiki🌊view🌊5min to🏄‍♀️🏊‍♀️🐠🦈🌸🏖free 🚗🅿️💎location💎 💨WIFI🌺F22A05🌺,4 guests · Studio · 2 beds · 1 bathroom,"₹21,760","₹1,16,519 total",5.0
287,https://www.airbnb.co.in/rooms/31670776?check_in=2022-05-30&check_out=2022-06-04&previous_page_section_name=1000&federated_search_id=59096813-40e4-4fa2-8260-b96d20e9d1bf,Entire apartment in WaikikiWaikiki Le'a Le'a - GE / TA 203 430 0928 01,3 guests · Studio · 1 bed · 1 bathroom,"₹13,988","₹81,900 total",New
288,https://www.airbnb.co.in/rooms/46549366?check_in=2022-05-30&check_out=2022-06-04&previous_page_section_name=1000&federated_search_id=59096813-40e4-4fa2-8260-b96d20e9d1bf,"Resort room in WaikikiUltimate Island Getaway!  Pools, Restaurant/Bar, Mini-Market, Gift Shop, Parking",2 guests · 1 bedroom · 1 bed · 1 bathroom,"₹22,756","₹1,13,780 total",New
289,https://www.airbnb.co.in/rooms/32472609?check_in=2022-05-30&check_out=2022-06-04&previous_page_section_name=1000&federated_search_id=59096813-40e4-4fa2-8260-b96d20e9d1bf,Room in boutique hotel in HonoluluOcean View Premium Room at Diamond Head,3 guests · 1 bedroom · 1 bed · 1 bathroom,"₹37,331","₹1,86,652 total",New
290,https://www.airbnb.co.in/rooms/42177823?check_in=2022-05-30&check_out=2022-06-04&previous_page_section_name=1000&federated_search_id=59096813-40e4-4fa2-8260-b96d20e9d1bf,Campervan/Motorhome in Ala MoanaCamp around with beautiful Sienna,2 guests · Studio,"₹7,562","₹40,509 total",4.46
291,https://www.airbnb.co.in/rooms/46071933?check_in=2022-05-30&check_out=2022-06-04&previous_page_section_name=1000&federated_search_id=59096813-40e4-4fa2-8260-b96d20e9d1bf,"Hotel room in WaikikiFamily Vacation Awaits! Best Location For The Perfect Stay, Pool View, Hot Tub, Onsite Dining",4 guests · 1 bedroom · 2 beds · 1 bathroom,"₹21,576","₹1,07,879 total",New
292,https://www.airbnb.co.in/rooms/47336053?check_in=2022-05-30&check_out=2022-06-04&previous_page_section_name=1000&federated_search_id=59096813-40e4-4fa2-8260-b96d20e9d1bf,Entire apartment in WaikikiAqua Aloha Surf Waikiki 1103 Deluxe Studio with Lanai and Partial City Views,4 guests · Studio · 2 beds · 1 bathroom,"₹14,075","₹85,422 total",New
293,https://www.airbnb.co.in/rooms/53758003?check_in=2022-05-30&check_out=2022-06-04&previous_page_section_name=1000&federated_search_id=59096813-40e4-4fa2-8260-b96d20e9d1bf,"Entire apartment in HonoluluIlikai #1421 City-view, Free WIFI, Best location in Waikiki!",2 guests · 1 bedroom · 2 beds · 1 bathroom,"₹15,640","₹1,01,891 total",4.67
294,https://www.airbnb.co.in/rooms/49712551?check_in=2022-05-30&check_out=2022-06-04&previous_page_section_name=1000&federated_search_id=59096813-40e4-4fa2-8260-b96d20e9d1bf,"Resort room in WaikikiUltimate Honolulu Vacation! 4 Awesome Units, Pools, Parking",16 guests · 4 bedrooms · 4 beds · 4 bathrooms,"₹1,31,181","₹6,55,905 total",New
295,https://www.airbnb.co.in/rooms/32292979?check_in=2022-05-30&check_out=2022-06-04&previous_page_section_name=1000&federated_search_id=59096813-40e4-4fa2-8260-b96d20e9d1bf,Room in boutique hotel in WaikikiBeautiful  studio at Luana Waikiki w/ Free parking,4 guests · Studio · 2 beds · 1 bathroom,"₹19,419","₹1,06,354 total",4.78
296,https://www.airbnb.co.in/rooms/46071900?check_in=2022-05-30&check_out=2022-06-04&previous_page_section_name=1000&federated_search_id=59096813-40e4-4fa2-8260-b96d20e9d1bf,"Hotel room in WaikikiBlissful Hideaway! 2 Great Units, Outdoor Pool, Onsite Restaurant and Bar, Courtyard",8 guests · 2 bedrooms · 4 beds · 2 bathrooms,"₹38,837","₹1,94,183 total",New
297,https://www.airbnb.co.in/rooms/563050715992387505?check_in=2022-05-30&check_out=2022-06-04&previous_page_section_name=1000&federated_search_id=59096813-40e4-4fa2-8260-b96d20e9d1bf,"Hotel room in WaikikiSun, Sand and Sea! Two Great Units, Pool, Grab and Go Breakfast, Near Kaimana Beach",8 guests · 2 bedrooms · 4 beds · 2 bathrooms,"₹41,566","₹2,07,832 total",New
298,https://www.airbnb.co.in/rooms/46071910?check_in=2022-05-30&check_out=2022-06-04&previous_page_section_name=1000&federated_search_id=59096813-40e4-4fa2-8260-b96d20e9d1bf,"Hotel room in WaikikiAmazing Islands! Great Location And Visit to Waikiki Beach, Pool, Bar!",2 guests · 1 bedroom · 1 bed · 1 bathroom,"₹19,110","₹95,550 total",New
299,https://www.airbnb.co.in/rooms/49712607?check_in=2022-05-30&check_out=2022-06-04&previous_page_section_name=1000&federated_search_id=59096813-40e4-4fa2-8260-b96d20e9d1bf,"Resort room in HonoluluAmazing Deal! 4 Serene Units, Pools, Restaurant/Bar, Mini-Market",16 guests · 4 bedrooms · 4 beds · 4 bathrooms,"₹1,31,181","₹6,55,905 total",New
